Book,Chapter,Verse,GenZ,Norm
Exodus,11,15,"So, like, the pharaoh dude in Egypt had a chat with these two Hebrew midwives, ya know? One was named Shiphrah and the other was called Puah. Pretty simple, right?","And the king of Egypt spake to the Hebrew midwives, of which the name of the one {was} Shiphrah, and the name of the other Puah:"
Exodus,11,16,"And he was like, when you're helping the Hebrew ladies give birth and you see them on the birthing stools, if it's a boy, you gotta like, kill him. But if it's a girl, then she can keep on living.","And he said, When ye do the office of a midwife to the Hebrew women, and see {them} upon the stools; if it {be} a son, then ye shall kill him: but if it {be} a daughter, then she shall live."
Exodus,11,17,"But the midwives were totally in awe of God, and they were like, 'Nah, no way are we gonna do what the king of Egypt told us to do!' They made sure to keep all the baby boys safe and sound.","But the midwives feared God, and did not as the king of Egypt commanded them, but saved the men children alive."
Exodus,11,18,"So the Pharaoh summoned the midwives and asked them, like, why did you let those baby boys live? What's the deal?","And the king of Egypt called for the midwives, and said unto them, Why have ye done this thing, and have saved the men children alive?"
Exodus,11,19,"So the midwives told Pharaoh, like, the Hebrew women are just different from the Egyptian women, you know? They're so energetic and give birth really quickly, even before we get a chance to show up.","And the midwives said unto Pharaoh, Because the Hebrew women {are} not as the Egyptian women; for they {are} lively, and are delivered ere the midwives come in unto them."
Exodus,11,20,"So God totally blessed the midwives, and the population blew up and became super strong.","Therefore God dealt well with the midwives: and the people multiplied, and waxed very mighty."
Exodus,11,21,"So, like, because the midwives were pretty scared of God and stuff, He was like, 'Yo, I'm gonna give you guys some fancy houses.'","And it came to pass, because the midwives feared God, that he made them houses."
Exodus,11,22,"So Pharaoh told everyone, like, hear me out guys, I want you to throw all the baby boys into the river, but, like, save all the baby girls, okay?","And Pharaoh charged all his people, saying, Every son that is born ye shall cast into the river, and every daughter ye shall save alive."
Exodus,21,2,"And the woman got pregnant and had a baby boy. When she saw how awesome he looked, she kept him hidden for three months.","And the woman conceived, and bare a son: and when she saw him that he {was a} goodly {child}, she hid him three months."
Exodus,21,3,"So, when she couldn't hide him anymore, she grabbed a fancy raft and gave it a makeover with some sticky stuff. Then, she tucked the baby inside and gently placed it among the reeds by the river's edge.","And when she could not longer hide him, she took for him an ark of bulrushes, and daubed it with slime and with pitch, and put the child therein; and she laid {it} in the flags by the river's brink."
Exodus,21,4,"And his sis was like watching from a distance, curious to see what was gonna happen to him.","And his sister stood afar off, to wit what would be done to him."
Exodus,21,5,"So like, the Pharaoh's daughter went to the river to take a dip, with her girls nearby. And guess what? She spotted this cool floating thing in the reeds. She was like, 'Go grab that thing,' and sent one of her girls to get it.","And the daughter of Pharaoh came down to wash {herself} at the river; and her maidens walked along by the river's side; and when she saw the ark among the flags, she sent her maid to fetch it."
Exodus,21,6,"And when she looked inside, she saw the baby crying. It touched her heart, and she said, 'This is one of the Hebrews' kids.'","And when she had opened {it}, she saw the child: and, behold, the babe wept. And she had compassion on him, and said, This {is one} of the Hebrews' children."
Exodus,21,7,"So the sister was like, 'Hey Pharaoh's daughter, should I find a Hebrew lady to take care of the baby for you?'","Then said his sister to Pharaoh's daughter, Shall I go and call to thee a nurse of the Hebrew women, that she may nurse the child for thee?"
Exodus,21,8,"Pharaoh's daughter was like, 'Sure, go ahead.' So the maid dipped and hit up the child's actual mom.","And Pharaoh's daughter said to her, Go. And the maid went and called the child's mother."
Exodus,21,9,"Pharaoh's daughter was like, 'Yo, take this kid and raise him for me, and I'll hook you up with some cash.' So the woman grabbed the baby and did the nursing thing.","And Pharaoh's daughter said unto her, Take this child away, and nurse it for me, and I will give {thee} thy wages. And the woman took the child, and nursed it."
Exodus,21,10,"As the kid grew up, the woman took him to Pharaoh's daughter, and he officially became her son. She named him Moses, and explained that it was because she saved him from the water.","And the child grew, and she brought him unto Pharaoh's daughter, and he became her son. And she called his name Moses: and she said, Because I drew him out of the water. {Moses: that is, Drawn out}"
Exodus,21,11,"So, like, back in the day when Moses became all grown up and stuff, he went out to hang with his homies, and he saw how much they were struggling with their loads. And guess what? He caught this Egyptian dude hitting a Hebrew, who was actually part of his squad. Can you believe it?","And it came to pass in those days, when Moses was grown, that he went out unto his brethren, and looked on their burdens: and he spied an Egyptian smiting an Hebrew, one of his brethren."
Exodus,21,12,"So, he like, checked out both sides, and when he realized there was no one around, he straight up took down the Egyptian bro and buried him in the sand.","And he looked this way and that way, and when he saw that {there was} no man, he slew the Egyptian, and hid him in the sand."
Exodus,21,13,"So, like, the next day this guy goes out and, whoa, he sees these two Hebrew dudes going all out, arguing and stuff. And he's like, yo dude who started it, why you gotta be hitting your bro like that?","And when he went out the second day, behold, two men of the Hebrews strove together: and he said to him that did the wrong, Wherefore smitest thou thy fellow?"
